ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações,Qual a forma que você faz a maioria das viagens?,Você tem carteira de motorista?,Você tem veículo próprio?,Você costuma usar o transporte público em quais dias?,Como você define sua frequência de uso do transporte público?,"Quantas passagens você usa por dia em suas viagens no transporte público?
",Qual o meio de pagamento você utiliza para pagar pelo transporte?,Qual a principal razão dos seus deslocamentos diários?,Quanto tempo você gasta por dia com transporte?,"Qual a principal razão pela qual você preferiria utilizar outro meio de transporte ao invés do transporte público?

",Eu gostaria de ganhar pontos ou créditos para trocar por produtos e serviços,Eu gostaria de poder usar qualquer veículo do transporte público de forma ilimitada,Eu gostaria de poder realizar uma compra antecipada por passagens ilimitadas no transporte público (pré-pago),Eu gostaria de poder realizar um pagamento depois de usar passagens ilimitadas no transporte público (pós-pago),Eu gostaria de ter a opção de pagar um valor diário por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor mensal por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor anual por passagens ilimitadas no transporte público,Eu gostaria de receber um valor de volta por quilômetro viajado no transporte público ,Eu gostaria de receber desconto na passagem por viajar em horários fora de pico,"Se eu ganhasse pontos para trocar por produtos e serviços, usaria mais o transporte público ","Se eu pudesse pagar por dia para ter passagens ilimitadas, usaria mais transporte público","Se eu pudesse pagar por mês para ter passagens ilimitadas, usaria mais transporte público ","Se eu pudesse pagar por ano para ter passagens ilimitadas, usaria mais transporte público ","Se eu recebesse um valor em troca por quilometro viajado, usaria mais o transporte público ","Se ganhasse desconto na passagem por viajar em horários fora de pico, usaria mais o transporte público ",Eu aceitaria participar se ganhasse 10 pontos para trocar por produtos e serviços por utilizar o transporte público,Eu aceitaria pagar até 10 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar de 10 a 20 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar entre 150 e 200 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar entre 200 e 300 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar de 800 a 1000 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria pagar entre 1000 e 1200 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria receber até 50 centavos por quilômetro percorrido no transporte público ,Eu aceitaria receber até 5 reais a cada 20 quilômetros percorridos no transporte público ,Eu aceitaria viajar em horários fora de pico se recebesse até 1 real de desconto na passagem,Eu aceitaria viajar em horários fora de pico se recebesse até 2 reais de desconto na passagem,Eu estou satisfeito com o serviço entregue pelo transporte público ,O serviço transporte Público correspondem às minhas expectativas,Considero que as minhas necessidades de deslocamento estão sendo atendidos pelo transporte público,Considero que o transporte público tem um bom custo benefício ,Considero que sou recompensado por usar o transporte público,Cartões,Aplicativos de celular,Qr Code,Bilhete impresso,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda
201,Muito insatisfeito,Neutro,Satisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Satisfeito,Insatisfeito,Insatisfeito,Neutro,Satisfeito,Me desloco a pé ou usando bicicleta,Não tenho,Não tenho,Em dias uteis,Uso três a quatro vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 30 minutos e 1 hora,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Neutro,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo ,Concordo ,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Fácil ,Neutro,Difícil,Difícil,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
202,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Muito insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de transporte,Estudo,Entre 30 minutos e 1 hora,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo ,Concordo ,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Difícil,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
203,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 2 horas e 3 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Muito Fácil,Masculino,Negra ( pretos e pardos),Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda
204,Neutro,Insatisfeito,Neutro,Insatisfeito,Insatisfeito,Neutro,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Vale transporte,Trabalho,Entre 2 horas e 3 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Concordo ,Discordo,Neutro,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Discordo,Muito Fácil,Neutro,Neutro,Fácil ,Feminino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510
205,Insatisfeito,Neutro,Neutro,Satisfeito,Insatisfeito,Neutro,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Utilizo carro ,"Sim, de carro",Não tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Gastar menos que com transporte público,Neutro,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,9,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
206,Muito insatisfeito,Satisfeito,Muito satisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Muito satisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Cartão de transporte,Estudo,Entre 3 horas e 4 horas,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito difícil,Muito difícil,Muito difícil,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
207,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Tenho,Em dias uteis,Uso três a quatro vezes por semana,Duas passagens por dia ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Discordo,Concordo,Concordo,Neutro,Concordo ,Concordo ,Discordo,Concordo ,Concordo ,Neutro,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Neutro,Neutro,Discordo,Concordo,Concordo,Concordo,Neutro,Fácil ,Fácil ,Fácil ,Muito difícil,Masculino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),2,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
208,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 1 hora e 2 horas,Me sentir mais  seguro ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito difícil,Muito Fácil,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda
209,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo carro ,Não tenho,Não tenho,Em dias uteis,Uso menos de uma vez por semana,Não utilizo o transporte público,Gratuidade ,Outros,Entre 30 minutos e 1 hora,Por ser mais confortavél ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo,Discordo,Concordo,Discordo,Discordo,Muito Fácil,Muito difícil,Muito difícil,Muito difícil,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,3,Até 1 salário mínimo:  R$ 1.302
210,Muito insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 2 horas e 3 horas,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Fácil ,Difícil,Neutro,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302
211,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Muito satisfeito,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Utilizo carro ,"Sim, de carro",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de transporte,Trabalho,Entre 30 minutos e 1 hora,Por ser mais confortavél ,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo ,Concordo ,Concordo totalmente,Concordo totalmente,Concordo ,Concordo ,Concordo,Concordo,Neutro,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Muito Fácil,Fácil ,Difícil,Neutro,Masculino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),1,Acima de 10 salários mínimos:  R$ 13.020
212,Insatisfeito,Insatisfeito,Neutro,Muito insatisfeito,Insatisfeito,Insatisfeito,Neutro,Satisfeito,Neutro,Muito insatisfeito,Insatisfeito,Satisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Vale transporte,Estudo,Entre 1 hora e 2 horas,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Neutro,Concordo ,Concordo ,Concordo totalmente,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Muito Fácil,Fácil ,Fácil ,Neutro,Outro,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
213,Muito insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,,Satisfeito,Insatisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Vale transporte,Estudo,Entre 2 horas e 3 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Concordo totalmente,Concordo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Discordo,Muito Fácil,Muito difícil,Muito difícil,Fácil ,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
214,Neutro,Satisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Muito insatisfeito,Neutro,Satisfeito,Satisfeito,Muito insatisfeito,Muito satisfeito,Neutro,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 30 minutos e 1 hora,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Discordo,Neutro,Concordo,Fácil ,Fácil ,Difícil,Muito difícil,Masculino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302
215,Insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Neutro,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Neutro,Utilizo carro ,"Sim, de carro",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Dinheiro,Outros,Entre 1 hora e 2 horas,Por ser mais confortavél ,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo ,Neutro,Concordo ,Concordo totalmente,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Difícil,Muito difícil,Muito difícil,Muito difícil,Feminino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510
216,Satisfeito,Satisfeito,Muito insatisfeito,Neutro,Satisfeito,Neutro,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Neutro,Utilizo o transporte público,"Sim, de carro",Tenho,Em dias uteis,Uso uma ou duas vezes por semana,Três passagens por dia ,Vale transporte,Trabalho,Entre 1 hora e 2 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo,Concordo,Neutro,Concordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo ,Discordo,Neutro,Neutro,Concordo ,Concordo ,Neutro,Concordo,Discordo,Concordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Discordo,Concordo,Concordo,Difícil,Neutro,Difícil,Fácil ,Masculino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
217,Muito insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Satisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso uma ou duas vezes por semana,Duas passagens por dia ,Cartão de transporte,Trabalho,Entre 2 horas e 3 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Difícil,Muito Fácil,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302
218,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Utilizo carro ,"Sim, de carro",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de crédito,Trabalho,Entre 30 minutos e 1 hora,Me sentir mais  seguro ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Muito Fácil,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
219,Muito insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Estudo,Entre 2 horas e 3 horas,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Fácil ,Muito difícil,Difícil,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302
220,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso uma ou duas vezes por semana,Duas passagens por dia ,Gratuidade ,Outros,Entre 1 hora e 2 horas,Por ser mais confortavél ,Concordo totalmente,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Fácil,Muito difícil,Muito difícil,Muito difícil,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
221,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo moto ,"Sim, de moto ",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de crédito,Trabalho,Mais de 4 horas por dia,Quero ter um veículo próprio ,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Muito Fácil,Masculino,Negra ( pretos e pardos),,Ensino Médio ou Técnico (completo ou incompleto),Motorista de Aplicativo,2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
