ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações,Qual a forma que você faz a maioria das viagens?,Você tem carteira de motorista?,Você tem veículo próprio?,Você costuma usar o transporte público em quais dias?,Como você define sua frequência de uso do transporte público?,"Quantas passagens você usa por dia em suas viagens no transporte público?
",Qual o meio de pagamento você utiliza para pagar pelo transporte?,Qual a principal razão dos seus deslocamentos diários?,Quanto tempo você gasta por dia com transporte?,"Qual a principal razão pela qual você preferiria utilizar outro meio de transporte ao invés do transporte público?

",Eu gostaria de ganhar pontos ou créditos para trocar por produtos e serviços,Eu gostaria de poder usar qualquer veículo do transporte público de forma ilimitada,Eu gostaria de poder realizar uma compra antecipada por passagens ilimitadas no transporte público (pré-pago),Eu gostaria de poder realizar um pagamento depois de usar passagens ilimitadas no transporte público (pós-pago),Eu gostaria de ter a opção de pagar um valor diário por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor mensal por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor anual por passagens ilimitadas no transporte público,Eu gostaria de receber um valor de volta por quilômetro viajado no transporte público ,Eu gostaria de receber desconto na passagem por viajar em horários fora de pico,"Se eu ganhasse pontos para trocar por produtos e serviços, usaria mais o transporte público ","Se eu pudesse pagar por dia para ter passagens ilimitadas, usaria mais transporte público","Se eu pudesse pagar por mês para ter passagens ilimitadas, usaria mais transporte público ","Se eu pudesse pagar por ano para ter passagens ilimitadas, usaria mais transporte público ","Se eu recebesse um valor em troca por quilometro viajado, usaria mais o transporte público ","Se ganhasse desconto na passagem por viajar em horários fora de pico, usaria mais o transporte público ",Eu aceitaria participar se ganhasse 10 pontos para trocar por produtos e serviços por utilizar o transporte público,Eu aceitaria pagar até 10 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar de 10 a 20 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar entre 150 e 200 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar entre 200 e 300 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar de 800 a 1000 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria pagar entre 1000 e 1200 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria receber até 50 centavos por quilômetro percorrido no transporte público ,Eu aceitaria receber até 5 reais a cada 20 quilômetros percorridos no transporte público ,Eu aceitaria viajar em horários fora de pico se recebesse até 1 real de desconto na passagem,Eu aceitaria viajar em horários fora de pico se recebesse até 2 reais de desconto na passagem,Eu estou satisfeito com o serviço entregue pelo transporte público ,O serviço transporte Público correspondem às minhas expectativas,Considero que as minhas necessidades de deslocamento estão sendo atendidos pelo transporte público,Considero que o transporte público tem um bom custo benefício ,Considero que sou recompensado por usar o transporte público,Cartões,Aplicativos de celular,Qr Code,Bilhete impresso,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda
82,1,4,4,1,2,1,1,5,4,3,5,4,4,0,0,2,5,0,3,3,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,3,3,1,1,5,5,5,2,3,3,2,0,3,5,2,0,4,2
83,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,3,3,2,2,3,2
84,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,2,3,2,1,2,1,3,4,1,3,3,2,2,3,2
85,1,1,4,1,1,1,1,5,4,1,5,5,4,0,0,2,1,0,5,4,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,3,0,1,1,1,1,2,2,3
86,1,2,5,1,2,2,1,5,4,2,4,4,4,0,0,2,1,0,1,1,1,6,5,5,5,5,5,5,5,5,5,0,0,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,1,1,4,0,2
87,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,1,0,1,0,1,1,3,4,2,2
88,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,2,3,3
89,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,2,4,1,8,5,5,4,4,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,2,2,1,1,1,1,1,2,2,2,2,1,3,3,2,2,4,3
90,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,0,4,2,3,5,5,1,1,1,1,1,5,1,0,0,3,3,0,3,1,1,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,3,3,1,3,1,3,4,0,2
91,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,0,1,0,4,5,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,2,0,1,3,3,2,3,4
92,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,0,4,5,0,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,3,3,1,3,1,2,2,4,3
93,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,3,1,2,0,2
94,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,0,4,4,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,2,0,1,3,3,4,3,3
95,1,1,5,1,1,1,1,5,5,2,5,5,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,3,1,2,2,0,2
96,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,2,4,4,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,0,1,3,3,2,4,4
97,1,1,4,1,1,1,1,4,4,4,4,4,4,0,0,2,1,0,1,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,4,0,6
98,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,8,1,4,0,6
99,1,4,4,1,4,1,1,5,5,2,5,5,4,0,0,2,1,2,5,1,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,1,8,1,4,0,6
100,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,1,1,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,8,1,4,0,6
101,1,3,3,2,2,2,1,5,4,3,4,4,0,0,0,1,0,1,0,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,4,0,3
102,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,4,4,4,4,4,1,1,4,4,1,1,1,1,1,2,2,2,2,1,3,3,2,5,4,3
103,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,1,2,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,8,1,4,2,6
104,1,1,5,1,1,1,1,5,1,1,2,2,4,1,0,2,5,0,3,3,1,0,5,5,3,3,3,3,3,5,3,0,4,4,4,0,4,1,4,4,4,4,4,4,1,1,4,4,1,4,1,1,1,2,3,3,3,0,1,5,2,0,3,2
105,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,0,1,2,1,0,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,8,1,4,0,1
106,1,4,4,1,1,1,1,4,3,2,5,4,4,4,1,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,3,3,1,2,0,1
107,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,3,2,3,2
108,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,0,1,0,2,4,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,3,0,1,3,4,2,2,4
109,1,1,5,1,1,1,1,5,5,1,5,2,4,0,0,2,1,0,1,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,3,3,0,2,3,3,4,0,2
110,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,2,4,1,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,4,4,4,4,4,1,1,4,4,1,1,1,1,1,2,2,2,2,1,3,4,1,5,2,4
111,1,2,4,1,1,1,1,5,4,2,4,2,0,0,0,0,4,0,2,0,0,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,0,3,4,2,1,5,6
112,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,2,1,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,0,3,1,1,2,2,1
113,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,3,1,1,3,1
114,1,1,5,1,3,3,1,5,5,5,5,5,4,1,0,2,1,2,1,1,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,3,3,3,0,3,1,3,4,0,2
115,1,4,4,1,1,1,1,4,4,2,4,4,4,2,0,2,6,0,5,3,4,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,0,1,4,2,1,4,1
116,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,1,0,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,8,1,4,0,6
117,1,3,5,1,3,1,1,5,4,3,5,3,4,0,0,2,6,0,3,3,4,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,3,3,2,1,1,5,2,0,3,2
118,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,4,0,3,3,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,0,3,1,1,3,5,1,0,4,2
119,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,5,0,3,3,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,4,4,4,4,4,4,1,1,4,4,1,1,1,1,1,2,3,3,3,0,3,5,1,0,3,2
120,1,5,5,1,5,1,1,5,5,5,5,5,4,1,0,2,6,0,3,3,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,4,4,4,4,4,4,1,1,4,4,1,5,5,1,5,2,0,3,1,0,3,5,2,1,0,2
121,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,0,1,0,4,0,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,1,0,6
122,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,0,1,2,4,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,2,5,2,3
123,1,5,5,1,1,1,1,5,1,1,5,1,3,3,1,4,0,1,2,1,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,3,2,2,0,1
124,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,2,5,4,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,1,1,2,6
125,1,1,1,1,1,1,1,4,4,1,4,1,4,1,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,0,2,0,3,3,1,2,0,2
126,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,1,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,3,2,0,3,1,3,2,2,2
127,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,2,1,1,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,3,4,0,2
128,1,4,4,1,2,2,1,5,5,2,5,4,2,1,1,4,0,1,0,4,5,0,5,5,3,3,3,3,3,5,3,0,0,2,2,0,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,3,3,1,3,3,2,5,3,3
129,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,6,0,3,3,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,0,3,5,2,0,4,3
130,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,2,6,0,5,1,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,8,1,4,0,6
131,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,0,3,1,1,1,2,1
132,1,4,4,1,1,1,1,5,5,2,4,4,0,3,0,4,0,1,0,2,0,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,1,1,2,0,3
133,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,0,1,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,3,2,1,3,3,1,1,0,1
134,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,0,1,2,4,5,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,3,4,2,2,4,2
135,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,0,1,0,4,0,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,0,3,3,1,2,0,2
136,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,0,8,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,4,1,3,4,2,5,3,3
137,1,2,4,1,2,2,1,5,3,2,4,3,4,0,0,2,1,0,1,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,1,0,2,0,2
138,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,2,1,0,5,1,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,1,3,4,0,6
139,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,3,3,2,2,3,1
140,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,2,2,0,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,3,3,4,0,3
141,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,6,0,3,3,1,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,0,3,5,2,0,4,1
142,1,1,4,1,4,2,1,5,4,2,5,3,4,0,0,0,4,0,3,0,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,0,3,5,0,0,3,1
143,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,4,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,0,3,1,0,1,3,6
144,1,4,4,1,2,1,1,5,5,2,5,3,4,0,0,2,5,0,3,3,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,2,2,3,3,3,0,3,5,2,0,3,1
145,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,2,1,2,1,1,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,0,2,0,2
146,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,3,4,0,6
147,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,1,1,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,8,0,4,0,6
148,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,0,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,2,2,0,2
149,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,0,1,0,4,1,3,5,5,1,1,1,1,1,5,5,0,3,3,3,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,3,0,2,0,2
150,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,0,0,1,1,1,1,1,2,3,3,3,0,3,8,0,4,0,1
151,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,0,1,5,4,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,2,2,3,3,0,0,3,3,4,0,2
152,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,3,0,2,0,1
153,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,4,0,1,1,3,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,3,3,4,2,2
154,1,4,5,1,2,2,1,5,5,2,5,5,4,0,0,2,6,0,3,3,1,6,5,5,3,3,3,3,3,5,5,0,4,4,4,0,0,1,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,2,3,3,2,0,3,5,0,0,3,2
155,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,4,0,6
156,1,1,1,1,1,1,1,1,1,1,1,1,4,2,0,2,5,0,5,1,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,3,3,4,2,1
157,1,2,4,3,3,4,1,2,4,3,4,4,4,1,0,2,1,0,1,1,4,3,5,5,4,3,2,4,4,4,5,2,2,2,2,2,2,4,1,4,0,4,0,0,0,1,0,1,4,2,5,2,1,2,1,1,4,0,3,1,3,2,0,2
158,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,4,1,2,1,1,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,3,3,4,0,6
159,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,0,1,2,1,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,4,0,1
160,1,3,3,2,2,4,3,2,2,1,4,4,4,1,0,2,5,0,1,1,1,3,3,4,4,3,2,4,4,4,4,4,4,1,4,0,0,4,0,2,0,2,4,4,1,1,1,1,2,2,3,2,2,0,0,0,0,0,1,1,3,4,0,2
161,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,4,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,0,1,3,3,4,0,1
162,1,1,4,1,2,1,1,5,4,3,4,4,4,0,0,2,5,0,5,1,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,4,2,6
163,2,2,4,3,1,4,4,1,3,2,2,1,4,0,0,2,1,0,1,4,0,3,4,4,3,2,4,3,3,4,2,4,4,4,4,4,4,0,0,0,1,2,2,2,0,0,0,0,1,1,1,1,1,0,4,0,4,1,3,3,4,4,0,3
164,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,4,0,1,2,4,5,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,4,4,1,1,1,1,1,2,2,2,2,1,1,3,2,5,2,2
165,1,3,4,1,2,2,1,5,4,3,4,5,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,0,1,3,0,2,3,1
166,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,3,4,2,2,4,1
167,2,2,2,2,2,3,3,3,1,3,4,3,4,0,0,2,1,0,1,1,1,3,1,3,3,3,1,1,1,3,1,3,3,3,3,1,3,4,0,3,0,3,0,3,4,4,4,4,1,1,3,3,1,1,0,0,0,0,1,1,3,4,0,6
168,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,2,1,0,5,1,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,5,5,5,5,5,2,2,3,2,1,3,3,0,2,0,2
169,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,0,1,1,3,4,0,1
170,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,3,1,2,2,2,2
171,1,1,5,5,1,1,1,5,5,3,5,5,4,0,0,2,4,0,3,3,1,0,5,5,3,3,3,3,3,5,3,0,4,4,4,0,4,1,4,4,4,4,4,4,1,1,4,4,1,1,1,1,1,2,3,3,2,0,1,4,2,0,5,1
172,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,3,4,0,6
173,1,5,5,1,2,2,1,5,5,2,5,1,4,1,0,2,1,0,1,1,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,0,1,0,6
174,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,2,1,4,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,3,0,5,2,2
175,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,3,0,2,0,2
